"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","ISRC","Added By","Added At"
"spotify:track:6UOmhS7WD85mB5XvF8oyII","ぼくらはわかくてうつくしい","spotify:artist:0VEN6k2yg8hCRyBHesHWSL","STEREOGIRL","spotify:album:6YawTBwhK3gdk35s4J8B0v","ベイビー、ぼくらはL.S.D.","spotify:artist:0VEN6k2yg8hCRyBHesHWSL","STEREOGIRL","2018-06-01","https://i.scdn.co/image/ab67616d0000b2732d4e9f1af6f4f3e53578cc5b","1","4","185375","https://p.scdn.co/mp3-preview/a06c70ee0d23f1f36f0e12f692af6cfd4763ae70?cid=9950ac751e34487dbbe027c4fd7f8e99","false","17","JPP301900623","spotify:user:riiwl5gchbtj43a4fx9iwzqhw","2022-11-26T08:56:12Z"
"spotify:track:2Gd25nA8k3K01ZKR0bCySw","happy end","spotify:artist:0XPkwqDAaCnMekJdUUCtyg","Haisuinonasa","spotify:album:5jIHmMEOLJKXfI9JVpVLm8","about town","spotify:artist:0XPkwqDAaCnMekJdUUCtyg","Haisuinonasa","2009-10-07","https://i.scdn.co/image/ab67616d0000b273f79f40ed03c26876e867c465","1","2","180613","https://p.scdn.co/mp3-preview/1284ed10afb33fd9e495fea688838583b247863c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","21","TCJPG1861182","spotify:user:riiwl5gchbtj43a4fx9iwzqhw","2022-12-06T22:52:19Z"
"spotify:track:7aC6QAgHTwjqKp40Chl9dz","遠くへ","spotify:artist:3b8cBjWSd3Ape2B5PjSxPI","rem time rem time","spotify:album:1L7pTmSEys7Rxlrjaltgyw","エピソード","spotify:artist:3b8cBjWSd3Ape2B5PjSxPI","rem time rem time","2018-01-24","https://i.scdn.co/image/ab67616d0000b27328c1dafd34793a4e119d565a","1","9","339320","https://p.scdn.co/mp3-preview/765fff21013076ca8a48cc463974fc969c0e2d42?cid=9950ac751e34487dbbe027c4fd7f8e99","false","2","JPH201700038","spotify:user:riiwl5gchbtj43a4fx9iwzqhw","2022-12-04T00:33:28Z"
"spotify:track:5Sn2GzLh6GsdIexiYrO8fs","in bloom","spotify:artist:00aw1H6Rs0Pv2mAkMgEhN4","allicholy","spotify:album:5iRGz9MeWAyhR6mWyU2x05","in bloom","spotify:artist:00aw1H6Rs0Pv2mAkMgEhN4","allicholy","2020-07-22","https://i.scdn.co/image/ab67616d0000b27347b492cdc0250ebf3df160f5","1","1","237398","https://p.scdn.co/mp3-preview/0765f99f71a56896cc9036892a545ab164bf73b4?cid=9950ac751e34487dbbe027c4fd7f8e99","false","12","JPB602073314","spotify:user:riiwl5gchbtj43a4fx9iwzqhw","2022-12-07T11:10:58Z"
"spotify:track:552fiV435jFewit1sFfOAG","gum","spotify:artist:7ebpEJGpj5bIAqlVylWOHf","yardlands","spotify:album:5f50g0GV7gH6T7t3g7B7YF","NPMP","spotify:artist:7ebpEJGpj5bIAqlVylWOHf","yardlands","2022-10-05","https://i.scdn.co/image/ab67616d0000b2737c17689e56eb2eee6f700963","1","2","265124","https://p.scdn.co/mp3-preview/b1aa90718b421c8623948f52a550bb0da860074c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","2","JPB622201051","spotify:user:riiwl5gchbtj43a4fx9iwzqhw","2022-12-09T13:32:51Z"
"spotify:track:2485ExjYkjAu7Giw9G1KJi","Polaris","spotify:artist:4qjYirCZfhEHkaixuexPTV","Charlotte is Mine","spotify:album:5Qmn1Mg1SBh3jtbk1nPreJ","IN SOMEWHERE NIGHTS","spotify:artist:4qjYirCZfhEHkaixuexPTV","Charlotte is Mine","2019-06-19","https://i.scdn.co/image/ab67616d0000b273680e3ff62dd3fa408dffe445","1","2","237379","https://p.scdn.co/mp3-preview/ea26f9f1ae6bee1317d15acf3335c72322d8bfda?cid=9950ac751e34487dbbe027c4fd7f8e99","false","5","JPG101900231","spotify:user:riiwl5gchbtj43a4fx9iwzqhw","2022-12-13T14:06:01Z"
"spotify:track:7Hv5jnnYe1dgmdqB3f37jA","雨","spotify:artist:6S8w5rLsEwjN21jQeRES0n","Hitsujibungaku","spotify:album:2JawzmtcTiedPwjiCvRlAu","トンネルを抜けたら","spotify:artist:6S8w5rLsEwjN21jQeRES0n","Hitsujibungaku","2017-10-04","https://i.scdn.co/image/ab67616d0000b2732bb2712fbecdb1719d4de6f5","1","1","286000","https://p.scdn.co/mp3-preview/830f03e95fb1c6467382d61d0b4adb4597afa767?cid=9950ac751e34487dbbe027c4fd7f8e99","false","34","JPJ901709370","spotify:user:riiwl5gchbtj43a4fx9iwzqhw","2022-12-13T14:43:11Z"
"spotify:track:6ZVTwAtqiFnSTyGsNKOUC0","氷菓","spotify:artist:4zvPQPSgKeFCeHup4yu4Dg","CYNHN","spotify:album:7qzYdWYGwso5GSluQKjRN4","氷菓","spotify:artist:4zvPQPSgKeFCeHup4yu4Dg","CYNHN","2020-11-01","https://i.scdn.co/image/ab67616d0000b273f829fe6efd2ec28f44ace7d0","1","1","199284","https://p.scdn.co/mp3-preview/ffd4de327bf49641dddcbff5881b9a5579fbe215?cid=9950ac751e34487dbbe027c4fd7f8e99","false","31","JPTE02006870","spotify:user:riiwl5gchbtj43a4fx9iwzqhw","2022-12-15T13:01:58Z"
"spotify:track:3qTumJfTLUP6QGdLYo0Om1","March","spotify:artist:2Y71KFnwHThORnjQziYDOL","My Lucky Day","spotify:album:4RJNQKhdM3qBxZmCU7r6Ry","All Shimmer in a Day","spotify:artist:2Y71KFnwHThORnjQziYDOL","My Lucky Day","2021-03-03","https://i.scdn.co/image/ab67616d0000b2737b651335a1ff0dbb8055f1d8","1","1","228573","https://p.scdn.co/mp3-preview/759f6c4b0e26f4e30b420d22a9d79e8ae0ee0502?cid=9950ac751e34487dbbe027c4fd7f8e99","false","11","JPS801948534","spotify:user:riiwl5gchbtj43a4fx9iwzqhw","2022-12-16T08:51:34Z"
"spotify:track:3uAF83LwhcPVQCDlm6tcUl","Bootleg","spotify:artist:2Y71KFnwHThORnjQziYDOL","My Lucky Day","spotify:album:4RJNQKhdM3qBxZmCU7r6Ry","All Shimmer in a Day","spotify:artist:2Y71KFnwHThORnjQziYDOL","My Lucky Day","2021-03-03","https://i.scdn.co/image/ab67616d0000b2737b651335a1ff0dbb8055f1d8","1","3","209813","https://p.scdn.co/mp3-preview/ceca8f56052005766990563bef7030d011aca96f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","7","JPS801948536","spotify:user:riiwl5gchbtj43a4fx9iwzqhw","2022-12-16T08:56:05Z"
"spotify:track:4yKrTTRVliB4HTYDOoiEbB","c","spotify:artist:11maCnra9UsFVEkqyNO4HU","とおのねむり","spotify:album:0oeXlfwaC8rf45m0aW5KOW","c","spotify:artist:11maCnra9UsFVEkqyNO4HU","とおのねむり","2022-05-18","https://i.scdn.co/image/ab67616d0000b27373eb06dabf90064f2824c9c9","1","1","250240","https://p.scdn.co/mp3-preview/ec861f37bd505d1daf11772336dfab93eec15dda?cid=9950ac751e34487dbbe027c4fd7f8e99","false","7","JPG102200614","spotify:user:riiwl5gchbtj43a4fx9iwzqhw","2022-12-16T20:21:25Z"
"spotify:track:4cCMSmjfwNZv1Qg2voFPJx","夕焼けハローワーク","spotify:artist:54hEgY8Ut3i0OriX1fELbP","peanut butters","spotify:album:4A0DfA72xBIkmtlwgAWQk7","peanut butters","spotify:artist:54hEgY8Ut3i0OriX1fELbP","peanut butters","2021-09-22","https://i.scdn.co/image/ab67616d0000b2731a82c41d27c701774acd6b4d","1","5","246177","https://p.scdn.co/mp3-preview/4d80cf89bbf59926b1892962432e177c182ffaec?cid=9950ac751e34487dbbe027c4fd7f8e99","false","17","JPB452005556","spotify:user:riiwl5gchbtj43a4fx9iwzqhw","2022-12-18T21:54:13Z"
"spotify:track:1rgncjmlpHMP3DBhpagyVb","ギターと孤独と蒼い惑星","spotify:artist:2nvl0N9GwyX69RRBMEZ4OD","結束バンド","spotify:album:5ZGzGGNAB6U7QlKpdaMu0d","結束バンド","spotify:artist:2nvl0N9GwyX69RRBMEZ4OD","結束バンド","2022-12-25","https://i.scdn.co/image/ab67616d0000b27309ca036917527fa198ead7b1","1","5","228960","https://p.scdn.co/mp3-preview/a9295d52b6afffcb197bbe7df875217ab868be74?cid=9950ac751e34487dbbe027c4fd7f8e99","false","66","JPE302201022","spotify:user:riiwl5gchbtj43a4fx9iwzqhw","2022-12-25T12:06:22Z"
"spotify:track:2qdPWFrknWyLXYIPpbtAgD","フラッシュバッカー","spotify:artist:2nvl0N9GwyX69RRBMEZ4OD","結束バンド","spotify:album:5ZGzGGNAB6U7QlKpdaMu0d","結束バンド","spotify:artist:2nvl0N9GwyX69RRBMEZ4OD","結束バンド","2022-12-25","https://i.scdn.co/image/ab67616d0000b27309ca036917527fa198ead7b1","1","13","275453","https://p.scdn.co/mp3-preview/3d923701b6c602dfaf135232a22295e462dc35ca?cid=9950ac751e34487dbbe027c4fd7f8e99","false","60","JPE302201064","spotify:user:riiwl5gchbtj43a4fx9iwzqhw","2022-12-25T12:37:41Z"
"spotify:track:6wH2RsJUO8oypx8c5PG0bP","転がる岩、君に朝が降る","spotify:artist:2nvl0N9GwyX69RRBMEZ4OD","結束バンド","spotify:album:5ZGzGGNAB6U7QlKpdaMu0d","結束バンド","spotify:artist:2nvl0N9GwyX69RRBMEZ4OD","結束バンド","2022-12-25","https://i.scdn.co/image/ab67616d0000b27309ca036917527fa198ead7b1","1","14","271813","https://p.scdn.co/mp3-preview/c9e02da60b5be8a16f1bb7ae3c33e48ff4c9b79b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","60","JPE302201024","spotify:user:riiwl5gchbtj43a4fx9iwzqhw","2022-12-25T22:44:25Z"
"spotify:track:1r8ayvaFXkqsipf2wLQ69S","PUKAPUKA","spotify:artist:0TuzJGIGYfXb4jIlr4flYl","なきごと","spotify:album:2yOcrZKDBPIGESP3Clk1Ax","NAKIGOTO,","spotify:artist:0TuzJGIGYfXb4jIlr4flYl","なきごと","2022-12-12","https://i.scdn.co/image/ab67616d0000b2734f737b7c1be97e08ccf586b9","1","1","205452","https://p.scdn.co/mp3-preview/fe0839aff8e3d7ccc1a19e1b68100a4c8d76dfe0?cid=9950ac751e34487dbbe027c4fd7f8e99","false","6","JPZ922211847","spotify:user:riiwl5gchbtj43a4fx9iwzqhw","2022-12-28T13:07:51Z"
"spotify:track:1C6BwnmM3vqSPEjMqXAKD3","bicycle","spotify:artist:0TuzJGIGYfXb4jIlr4flYl","なきごと","spotify:album:2yOcrZKDBPIGESP3Clk1Ax","NAKIGOTO,","spotify:artist:0TuzJGIGYfXb4jIlr4flYl","なきごと","2022-12-12","https://i.scdn.co/image/ab67616d0000b2734f737b7c1be97e08ccf586b9","1","2","182665","https://p.scdn.co/mp3-preview/d17fcc8d3000ac601ccb3bab67e5a8d03fc0341d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","2","JPZ922205941","spotify:user:riiwl5gchbtj43a4fx9iwzqhw","2022-12-28T13:10:21Z"
"spotify:track:5v4rT0n41XtkhHSaP5wSzl","Heart Out","spotify:artist:4qjYirCZfhEHkaixuexPTV","Charlotte is Mine","spotify:album:4Hy9cLV06yCCttpjFtClv8","Heart Out","spotify:artist:4qjYirCZfhEHkaixuexPTV","Charlotte is Mine","2022-12-07","https://i.scdn.co/image/ab67616d0000b2731c6747d04c8b8a59ec09dd67","1","1","164508","https://p.scdn.co/mp3-preview/579ee46337fc5e9128c5e57dee70377a5149d88f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","15","JPG102201573","spotify:user:riiwl5gchbtj43a4fx9iwzqhw","2022-12-28T13:21:13Z"
"spotify:track:5IEAz6twVvzpy8NiyqSInD","ライカ","spotify:artist:6uN4lg2vlAvgDTzw2z4up0","スクールガールズエンド","spotify:album:3iAfF5Ee60wVFpy5XhvhPM","存在証明","spotify:artist:6uN4lg2vlAvgDTzw2z4up0","スクールガールズエンド","2021-12-11","https://i.scdn.co/image/ab67616d0000b2736a11a77a4528e66cfda99cec","1","1","244057","https://p.scdn.co/mp3-preview/1b9768131848b4093564811bf7ad3f93840ba717?cid=9950ac751e34487dbbe027c4fd7f8e99","false","7","JP92A2105888","spotify:user:riiwl5gchbtj43a4fx9iwzqhw","2022-12-28T16:47:08Z"
"spotify:track:0SmI8Q1z0D7WuyIoIocPYN","山茶花","spotify:artist:6uN4lg2vlAvgDTzw2z4up0","スクールガールズエンド","spotify:album:3iAfF5Ee60wVFpy5XhvhPM","存在証明","spotify:artist:6uN4lg2vlAvgDTzw2z4up0","スクールガールズエンド","2021-12-11","https://i.scdn.co/image/ab67616d0000b2736a11a77a4528e66cfda99cec","1","2","182324","https://p.scdn.co/mp3-preview/31d3b330e8cb0885a52d0dbd008707cb9d76345e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","8","JP92A2105889","spotify:user:riiwl5gchbtj43a4fx9iwzqhw","2022-12-28T17:07:35Z"
"spotify:track:1eR4YFihxU7kBNlQnfYvo9","ヘイセイトラベラー","spotify:artist:6uN4lg2vlAvgDTzw2z4up0","スクールガールズエンド","spotify:album:3iAfF5Ee60wVFpy5XhvhPM","存在証明","spotify:artist:6uN4lg2vlAvgDTzw2z4up0","スクールガールズエンド","2021-12-11","https://i.scdn.co/image/ab67616d0000b2736a11a77a4528e66cfda99cec","1","3","189489","https://p.scdn.co/mp3-preview/85e787bcf4250b937388800585f9c3d13e0479a3?cid=9950ac751e34487dbbe027c4fd7f8e99","false","5","JP92A2105890","spotify:user:riiwl5gchbtj43a4fx9iwzqhw","2022-12-28T17:08:59Z"
"spotify:track:2PsF3frbm1qvsNTN8z992G","アノクシア","spotify:artist:6uN4lg2vlAvgDTzw2z4up0","スクールガールズエンド","spotify:album:3iAfF5Ee60wVFpy5XhvhPM","存在証明","spotify:artist:6uN4lg2vlAvgDTzw2z4up0","スクールガールズエンド","2021-12-11","https://i.scdn.co/image/ab67616d0000b2736a11a77a4528e66cfda99cec","1","4","217128","https://p.scdn.co/mp3-preview/28befcb2049ff21125618f639938e6f8adaa31b5?cid=9950ac751e34487dbbe027c4fd7f8e99","false","6","JP92A2105891","spotify:user:riiwl5gchbtj43a4fx9iwzqhw","2022-12-28T17:10:53Z"
"spotify:track:28Q5XNTLAhne47QiaZqf7q","辛苦の夜明け","spotify:artist:6uN4lg2vlAvgDTzw2z4up0","スクールガールズエンド","spotify:album:1awYcV521GEtFX6ihqqSzM","狭霧の白昼夢","spotify:artist:6uN4lg2vlAvgDTzw2z4up0","スクールガールズエンド","2022-09-22","https://i.scdn.co/image/ab67616d0000b2738fa53525dd63e3418e1ebb05","1","1","259114","https://p.scdn.co/mp3-preview/d1bbad5ea8b8df40a28298e2e4a36a8db3c53958?cid=9950ac751e34487dbbe027c4fd7f8e99","false","6","JP92A2208411","spotify:user:riiwl5gchbtj43a4fx9iwzqhw","2022-12-28T17:14:22Z"
"spotify:track:5IW4lL3pEYYMUaTqeD5Uzo","鈍色","spotify:artist:6uN4lg2vlAvgDTzw2z4up0","スクールガールズエンド","spotify:album:1awYcV521GEtFX6ihqqSzM","狭霧の白昼夢","spotify:artist:6uN4lg2vlAvgDTzw2z4up0","スクールガールズエンド","2022-09-22","https://i.scdn.co/image/ab67616d0000b2738fa53525dd63e3418e1ebb05","1","2","188109","https://p.scdn.co/mp3-preview/f38745634e19af785c1eb7d36a9d8fd1e6838ac3?cid=9950ac751e34487dbbe027c4fd7f8e99","false","5","JP92A2208412","spotify:user:riiwl5gchbtj43a4fx9iwzqhw","2022-12-28T17:57:15Z"
"spotify:track:2MKFp4bi1B1e18Yh72wWkj","syumatsu.","spotify:artist:6uN4lg2vlAvgDTzw2z4up0","スクールガールズエンド","spotify:album:1awYcV521GEtFX6ihqqSzM","狭霧の白昼夢","spotify:artist:6uN4lg2vlAvgDTzw2z4up0","スクールガールズエンド","2022-09-22","https://i.scdn.co/image/ab67616d0000b2738fa53525dd63e3418e1ebb05","1","3","229168","https://p.scdn.co/mp3-preview/713efd7ea71601cf2a7e334ef7d255d032d2343f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","5","JP92A2208413","spotify:user:riiwl5gchbtj43a4fx9iwzqhw","2022-12-28T17:59:08Z"
"spotify:track:0lnRbqctAzXJaW62LfzYGG","リビングデッドガール","spotify:artist:6uN4lg2vlAvgDTzw2z4up0","スクールガールズエンド","spotify:album:1awYcV521GEtFX6ihqqSzM","狭霧の白昼夢","spotify:artist:6uN4lg2vlAvgDTzw2z4up0","スクールガールズエンド","2022-09-22","https://i.scdn.co/image/ab67616d0000b2738fa53525dd63e3418e1ebb05","1","4","289457","https://p.scdn.co/mp3-preview/bcf0bae02bbc19de0775e94cb51061f19573fd47?cid=9950ac751e34487dbbe027c4fd7f8e99","false","5","JP92A2208414","spotify:user:riiwl5gchbtj43a4fx9iwzqhw","2022-12-28T19:36:43Z"
"spotify:track:6vqWIBFqmftD7akZ84oT9Q","四角的幻想","spotify:artist:57mUVnAYH1rN3F3bm5lFBt","sumera","spotify:album:7erEvAPZDzRlD40TBiIHgl","Only moment","spotify:artist:57mUVnAYH1rN3F3bm5lFBt","sumera","2021-07-28","https://i.scdn.co/image/ab67616d0000b273818367430ca4ad985d038961","1","5","130253","https://p.scdn.co/mp3-preview/f586d630d134c20326c05472a4b77d96a36df053?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","JPW242100006","spotify:user:riiwl5gchbtj43a4fx9iwzqhw","2022-12-28T20:03:35Z"
"spotify:track:3WgtOdUqBkGba6F3oQb9TH","hakuu to utuwa","spotify:artist:3qHjvNP7YSnX7XwD44VvFE","Cüll","spotify:album:0ldc0PTifWJkqF8j7Sno2h","Snell's Window","spotify:artist:3qHjvNP7YSnX7XwD44VvFE","Cüll","2022-12-26","https://i.scdn.co/image/ab67616d0000b27398657d6494c6d7f0cc69453c","1","2","257624","https://p.scdn.co/mp3-preview/64fc4a1b58313f6c898cf35cc9a5b98f81240e22?cid=9950ac751e34487dbbe027c4fd7f8e99","false","2","TCJPT2298435","spotify:user:riiwl5gchbtj43a4fx9iwzqhw","2022-12-29T16:23:07Z"
"spotify:track:2KbOMrK5Ci4SmFeQsB2YoV","yuukage","spotify:artist:3qHjvNP7YSnX7XwD44VvFE","Cüll","spotify:album:0ldc0PTifWJkqF8j7Sno2h","Snell's Window","spotify:artist:3qHjvNP7YSnX7XwD44VvFE","Cüll","2022-12-26","https://i.scdn.co/image/ab67616d0000b27398657d6494c6d7f0cc69453c","1","3","194889","https://p.scdn.co/mp3-preview/211b471d85b73b5ed4d6457240b56dc17b642fa1?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","TCJPT2298437","spotify:user:riiwl5gchbtj43a4fx9iwzqhw","2022-12-29T16:27:22Z"
"spotify:track:4YBauZI7j2kbm0iRCo6OvZ","Snell's Window","spotify:artist:3qHjvNP7YSnX7XwD44VvFE","Cüll","spotify:album:0ldc0PTifWJkqF8j7Sno2h","Snell's Window","spotify:artist:3qHjvNP7YSnX7XwD44VvFE","Cüll","2022-12-26","https://i.scdn.co/image/ab67616d0000b27398657d6494c6d7f0cc69453c","1","5","310727","https://p.scdn.co/mp3-preview/a070e2eb686622ae541aab8df28aa829c897a2fc?cid=9950ac751e34487dbbe027c4fd7f8e99","false","1","TCJPT2298440","spotify:user:riiwl5gchbtj43a4fx9iwzqhw","2022-12-29T21:39:29Z"
"spotify:track:1hu5dJ6w20i7N8z4o6himl","ふたりの傷跡","spotify:artist:72PvGatrHUWZIbyyntvdpM","culenasm","spotify:album:2Op0O3DZ1OAyjenq6eNF3M","ふたりの傷跡","spotify:artist:72PvGatrHUWZIbyyntvdpM","culenasm","2022-12-21","https://i.scdn.co/image/ab67616d0000b2732f4f5002345b33e4155c582c","1","1","304696","https://p.scdn.co/mp3-preview/ed7dde29f64ebf5bad78b44b19166a8299c3cee5?cid=9950ac751e34487dbbe027c4fd7f8e99","false","29","JPP302200796","spotify:user:riiwl5gchbtj43a4fx9iwzqhw","2022-12-29T21:55:02Z"
"spotify:track:2CtxtHFPv6BlktklptCDYd","杪夏","spotify:artist:72PvGatrHUWZIbyyntvdpM","culenasm","spotify:album:0ArvB0Nzv365pCu1R8R3q2","Touch the figure","spotify:artist:72PvGatrHUWZIbyyntvdpM","culenasm","2021-10-27","https://i.scdn.co/image/ab67616d0000b273dd0d4b9eed6ec0a62f1f7ffe","1","2","158383","https://p.scdn.co/mp3-preview/e4b5fe0d776eeddea687681a9fb392f03d8ae048?cid=9950ac751e34487dbbe027c4fd7f8e99","false","40","JPP302101682","spotify:user:riiwl5gchbtj43a4fx9iwzqhw","2022-12-29T21:59:48Z"
"spotify:track:6Fc6MhR8IyIn7BflJZzuaq","進め。","spotify:artist:72PvGatrHUWZIbyyntvdpM","culenasm","spotify:album:2tPoolR1yMJTg72mRl1WD6","日々は季節をめくって","spotify:artist:72PvGatrHUWZIbyyntvdpM","culenasm","2022-11-09","https://i.scdn.co/image/ab67616d0000b273affaeec33c17749ed63be642","1","3","179384","https://p.scdn.co/mp3-preview/e7b98bbd33d64834bd067dd0dea8542d79aeb2c9?cid=9950ac751e34487dbbe027c4fd7f8e99","false","28","JPP302200659","spotify:user:riiwl5gchbtj43a4fx9iwzqhw","2022-12-30T09:51:37Z"
"spotify:track:6N0T4TmXhocfmKQFG8mfYY","あなたはさよならをここに置いていった","spotify:artist:72PvGatrHUWZIbyyntvdpM","culenasm","spotify:album:0ArvB0Nzv365pCu1R8R3q2","Touch the figure","spotify:artist:72PvGatrHUWZIbyyntvdpM","culenasm","2021-10-27","https://i.scdn.co/image/ab67616d0000b273dd0d4b9eed6ec0a62f1f7ffe","1","6","274239","https://p.scdn.co/mp3-preview/53deaf6aa32a6d497dfc3d5642e08250c65a731f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","25","JPP302101684","spotify:user:riiwl5gchbtj43a4fx9iwzqhw","2022-12-30T10:10:53Z"
"spotify:track:3bI8jTYxZxSX8u1lYAYBnh","SAKURAドロップス","spotify:artist:72PvGatrHUWZIbyyntvdpM","culenasm","spotify:album:6WpFtYm4xhwalELWPeAmNx","SAKURAドロップス / 面影","spotify:artist:72PvGatrHUWZIbyyntvdpM","culenasm","2022-02-02","https://i.scdn.co/image/ab67616d0000b273c2be76ff49c592c54886155d","1","1","281016","https://p.scdn.co/mp3-preview/8f28f36cbe23273c874bcc803f58a9b9794e4f05?cid=9950ac751e34487dbbe027c4fd7f8e99","false","23","JPP302200032","spotify:user:riiwl5gchbtj43a4fx9iwzqhw","2022-12-30T10:41:16Z"
"spotify:track:3YmwpmV4WWeuUs3RRF6ozH","White memory","spotify:artist:72PvGatrHUWZIbyyntvdpM","culenasm","spotify:album:3Uv6o3LIA8mo5cjNddYGbQ","White memory","spotify:artist:72PvGatrHUWZIbyyntvdpM","culenasm","2019-01-30","https://i.scdn.co/image/ab67616d0000b273841a0929f5fe9ba4714617d4","1","1","297029","https://p.scdn.co/mp3-preview/07bbc61934821d523715e00db650affdc62a93a9?cid=9950ac751e34487dbbe027c4fd7f8e99","false","16","TCJPI1944740","spotify:user:riiwl5gchbtj43a4fx9iwzqhw","2022-12-30T11:22:51Z"
"spotify:track:77h93UK8Gsk9BfgtaQA7WE","Afterglow","spotify:artist:72PvGatrHUWZIbyyntvdpM","culenasm","spotify:album:3aiHfKF4YpQD0lnOAMjjvl","rest of the dusk","spotify:artist:72PvGatrHUWZIbyyntvdpM","culenasm","2019-07-10","https://i.scdn.co/image/ab67616d0000b273fd6efd95bc022a9bc6468a4d","1","2","303223","https://p.scdn.co/mp3-preview/84d8ce614fe3cc0351f9b6ec2bdabe9ff87fc9d6?cid=9950ac751e34487dbbe027c4fd7f8e99","false","13","TCJPJ1989387","spotify:user:riiwl5gchbtj43a4fx9iwzqhw","2022-12-30T11:32:45Z"
"spotify:track:1fW0uMnyA4eugpvtuYRDkw","depth of the sea","spotify:artist:1IAqPC5OB6rlbPC1W75IvP","my sound life","spotify:album:5tbZSdcl57hN6yGIOJHJAQ","basic two","spotify:artist:1IAqPC5OB6rlbPC1W75IvP","my sound life","2021-10-31","https://i.scdn.co/image/ab67616d0000b273361484c9a3c5ebe7a6d71924","1","4","312000","https://p.scdn.co/mp3-preview/cce6c59a1581f9ea98c416d2bfe57c0027526e29?cid=9950ac751e34487dbbe027c4fd7f8e99","false","2","TCJPT2295608","spotify:user:riiwl5gchbtj43a4fx9iwzqhw","2023-01-02T11:01:10Z"
"spotify:track:6oaeausPxuVzsPnM9sB8zu","colors","spotify:artist:6zWtbz4kckVFejYDk1pagM","nekomusume","spotify:album:4euZxFmYbwTh1doaAKbo4K","In a dream","spotify:artist:6zWtbz4kckVFejYDk1pagM","nekomusume","2013-03-17","https://i.scdn.co/image/ab67616d0000b27379db59bd023530c4e6ffb286","1","2","310132","https://p.scdn.co/mp3-preview/ac07bfb731d8d62942e7cd22519cede69138b1a7?cid=9950ac751e34487dbbe027c4fd7f8e99","false","1","TCJPM2055536","spotify:user:riiwl5gchbtj43a4fx9iwzqhw","2023-01-02T14:49:37Z"
"spotify:track:2wWXgk3ZErdGZoXoITf9I7","エイムズの部屋","spotify:artist:7i5uajKdit1eGxpUr9LF55","kuhaku no yo","spotify:album:2WqDqT1WcoYs4a70wZ6KLz","Pause","spotify:artist:7i5uajKdit1eGxpUr9LF55","kuhaku no yo","2020-12-04","https://i.scdn.co/image/ab67616d0000b273204c96116e19e24446d4319a","1","4","234480","https://p.scdn.co/mp3-preview/83e247a4c3f82f0df766d83d49a1e7ece92b0795?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","NL4NL2017428","spotify:user:riiwl5gchbtj43a4fx9iwzqhw","2023-01-03T08:22:23Z"
"spotify:track:2ZUWqaDMZgMRF26PPRJHzA","やめるときも、すこやかなるときも","spotify:artist:4FSTiQawX8fXrRMYNma5uh","夜に駆ける","spotify:album:2Y8t4BB1UAC5YC8EfVVXbN","生は苦しくて、美しい","spotify:artist:4FSTiQawX8fXrRMYNma5uh","夜に駆ける","2021-09-03","https://i.scdn.co/image/ab67616d0000b273a7a84901983e34013ad2a9cb","1","7","274565","https://p.scdn.co/mp3-preview/f399b54d34c2e3164bbab46a91c78f9f530bcbca?cid=9950ac751e34487dbbe027c4fd7f8e99","false","2","JP92A2102950","spotify:user:riiwl5gchbtj43a4fx9iwzqhw","2023-01-03T09:57:54Z"
"spotify:track:79O1b9zdBtcKpHOpUMsdAX","Blue Monday","spotify:artist:11XXERdBUPHGsCBbpyaMwz","RAY","spotify:album:2LUEQdAWtMbGwzlUm4STTz","Pink","spotify:artist:11XXERdBUPHGsCBbpyaMwz","RAY","2020-05-23","https://i.scdn.co/image/ab67616d0000b273f9bac1594016c7398a9a365a","1","4","321264","https://p.scdn.co/mp3-preview/be8784e1f178a75ff5071e513aea7fdea2d32f76?cid=9950ac751e34487dbbe027c4fd7f8e99","false","8","TCJPN2166201","spotify:user:riiwl5gchbtj43a4fx9iwzqhw","2023-01-03T12:40:47Z"
"spotify:track:6LiFG7ws6UAU5um66eNOaT","no title","spotify:artist:11XXERdBUPHGsCBbpyaMwz","RAY","spotify:album:2LUEQdAWtMbGwzlUm4STTz","Pink","spotify:artist:11XXERdBUPHGsCBbpyaMwz","RAY","2020-05-23","https://i.scdn.co/image/ab67616d0000b273f9bac1594016c7398a9a365a","1","9","219509","https://p.scdn.co/mp3-preview/e95cd7b79d5d93f77b5731024025f9d79c562914?cid=9950ac751e34487dbbe027c4fd7f8e99","false","5","TCJPN2166206","spotify:user:riiwl5gchbtj43a4fx9iwzqhw","2023-01-03T13:02:14Z"
